title,viewCount,likeCount,dislikeCount,commentCount,publishedAt
NiziU(니쥬) 1st Album 「Chopstick」 MV,15048491,369847,10365,33212,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15054619,369883,10366,33223,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15058446,369899,10366,33230,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15062101,369907,10366,33230,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15066948,369929,10367,33231,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15076211,369971,10371,33241,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15089717,370064,10381,33275,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15100853,370106,10382,33288,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15108211,370127,10383,33288,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15114520,370178,10387,33301,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15120708,370210,10388,33307,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15124743,370234,10387,33312,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15128383,370253,10388,33312,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15134293,370279,10387,33319,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15141735,370304,10388,33320,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15146012,370324,10391,33325,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15149644,370369,10391,33333,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15166906,370444,10398,33357,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15177435,370490,10403,33368,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15183828,370521,10403,33373,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15186641,370545,10403,33377,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15191631,370614,10403,33397,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15195157,370661,10408,33401,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15203375,370693,10410,33415,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15206461,370723,10414,33415,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15209902,370758,10416,33420,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15213469,370789,10416,33424,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15216998,370814,10418,33432,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15225791,370880,10425,33453,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15237443,370968,10433,33468,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15244265,371029,10440,33486,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15252320,371061,10444,33491,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15256417,371095,10444,33486,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15264662,371157,10446,33506,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15278322,371254,10451,33522,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15297685,371320,10455,33528,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15303717,371375,10457,33544,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15318405,371400,10459,33544,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15328759,371422,10461,33545,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15336876,371459,10465,33562,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15365232,371592,10465,33613,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15387142,371658,10470,33634,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15390163,371705,10473,33642,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15390396,371746,10474,33656,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15391147,371762,10475,33666,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15396320,371818,10478,33680,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15408884,371893,10482,33697,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15413363,371954,10483,33713,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15429258,372001,10483,33726,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15434222,372045,10487,33737,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15442335,372085,10488,33742,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15447707,372117,10489,33750,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15450794,372158,10492,33764,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15461737,372418,10501,33853,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15486111,372805,10524,33983,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15508433,372974,10533,34054,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15528812,373186,10536,34096,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15541166,373273,10539,34116,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15549202,373317,10541,34124,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15562944,373367,10542,34128,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15570535,373415,10544,34137,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15577357,373473,10543,34142,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15602152,373603,10545,34182,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15613271,373672,10548,34196,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15617850,373717,10547,34204,2021-11-10T15:00:13Z
